statefp,state,maptype,districts,county_splits,efficiency_gap,efficiency_gap_extra_seats,district_perimeters,state_perimeter,interior_perimeter_measure,compactness_rank
08,CO,Competitive,7,11,-0.15501512166481737,D+1,64.71200165365825,22.019199256984,21.346401198337126,5
08,CO,Dem,7,18,-0.23636719925020255,D+2,67.1833978591454,22.019199256984,22.582099301080703,6
08,CO,GOP,7,15,0.2857558817726211,R+2,62.643625116046366,22.019199256984,20.312212929531185,2
08,CO,MajMin,7,12,0.13777863241057384,R+1,63.09264096186505,22.019199256984,20.536720852440524,4
08,CO,Proportional,7,11,-0.03383727683108471,D+0,68.6523722413828,22.019199256984,23.316586492199406,7
08,CO,algorithmic-compact,7,28,-0.024735671859638507,D+0,59.816273915975785,22.019199256984,18.898537329495895,1
08,CO,current,7,11,-0.03383727683108471,D+0,68.6523722413828,22.019199256984,23.316586492199406,7
09,CT,Compact,5,4,-0.23524081474922195,D+1,14.47468463494952,6.69944478015438,3.8876199273975702,1
09,CT,Competitive,5,7,-0.23467657297496322,D+1,15.627336775464832,6.69944478015438,4.463945997655226,3
09,CT,Dem,5,9,-0.3408632905962188,D+2,17.864989327146542,6.69944478015438,5.582772273496081,5
09,CT,GOP,5,11,-0.11691105756109424,D+1,18.76508742694203,6.69944478015438,6.032821323393826,7
09,CT,MajMin,5,8,-0.24163586037609144,D+1,17.51403307378351,6.69944478015438,5.407294146814564,4
09,CT,Proportional,5,10,-0.01932362001223077,D+0,19.59864608174483,6.69944478015438,6.449600650795224,8
09,CT,algorithmic-compact,5,10,-0.23723366077303026,D+1,15.0714498913361,6.69944478015438,4.18600255559086,2
09,CT,current,5,10,-0.3408546333438143,D+2,18.13998544570705,6.69944478015438,5.720270332776336,6
10,DE,Compact,1,0,,,,,,
10,DE,Competitive,1,0,,,,,,
10,DE,Dem,1,0,,,,,,
10,DE,GOP,1,0,,,,,,
10,DE,MajMin,1,0,,,,,,
10,DE,Proportional,1,0,,,,,,
10,DE,algorithmic-compact,1,0,,,,,,
10,DE,current,1,0,,,,,,
12,FL,Compact,27,26,0.02839689485696976,R+1,109.58718371873834,43.635938759926,32.97562247940617,1
12,FL,Competitive,27,40,0.028537993610720198,R+1,125.50098757408965,43.635938759926,40.93252440708183,3
12,FL,Dem,27,60,-0.05031289546738022,D+1,141.0933928652843,43.635938759926,48.72872705267915,8
12,FL,GOP,27,43,0.21793611627997173,R+6,128.15426572070191,43.635938759926,42.259163480387954,6
12,FL,MajMin,27,42,0.05518854548485411,R+1,132.11245749842791,43.635938759926,44.238259369250954,7
12,FL,Proportional,27,32,0.048309865288401296,R+1,125.68020826330738,43.635938759926,41.022134751690686,4
12,FL,algorithmic-compact,27,71,0.08259776589899831,R+2,120.49820504472866,43.635938759926,38.431133142401336,2
12,FL,current,27,32,0.048309865288401296,R+1,125.68020826330738,43.635938759926,41.022134751690686,4
13,GA,Compact,14,11,0.13298642806961897,R+2,75.57624331044319,20.69751995049,27.439361679976592,1
13,GA,Competitive,14,22,0.09117687780851753,R+1,89.18118354989606,20.69751995049,34.24183179970303,5
13,GA,Dem,14,29,-0.13789610857330875,D+2,97.41698756546685,20.69751995049,38.359733807488425,8
13,GA,GOP,14,23,0.2222082707381603,R+3,84.32428383493759,20.69751995049,31.813381942223792,3
13,GA,MajMin,14,23,-0.0011507351011146617,D+0,90.61886485524657,20.69751995049,34.96067245237828,7
13,GA,Proportional,14,23,0.007534163994927496,R+0,86.23799466703231,20.69751995049,32.77023735827115,4
13,GA,algorithmic-compact,14,92,0.17120730901837494,R+2,82.16869166863198,20.69751995049,30.735585859070987,2
13,GA,current,14,22,0.14499595053965966,R+2,90.27576492484188,20.69751995049,34.78912248717594,6
15,HI,Compact,2,1,-0.10854784683302482,D+0,15.53626767163719,13.9226017829982,0.8068329443194955,4
15,HI,Competitive,2,1,-0.10866051243179507,D+0,14.7872036734823,13.9226017829982,0.43230094524204965,1
15,HI,Dem,2,1,-0.10854784683302482,D+0,15.53626767163719,13.9226017829982,0.8068329443194955,4
15,HI,GOP,2,1,-0.10866051243179507,D+0,14.7872036734823,13.9226017829982,0.43230094524204965,1
