statefp,state,maptype,districts,county_splits,efficiency_gap,efficiency_gap_extra_seats,district_perimeters,state_perimeter,interior_perimeter_measure,compactness_rank
04,AZ,Dem,9,16,-0.06125013916081193,D+1,86.89861384461882,23.841907647549,31.52835309853491,7
04,AZ,GOP,9,10,0.28446669117975043,R+3,79.65033189077958,23.841907647549,27.90421212161529,4
04,AZ,MajMin,9,15,0.012619848486697949,R+0,86.49728006209567,23.841907647549,31.327686207273334,6
04,AZ,Proportional,9,8,0.041291452106614585,R+0,72.89043089986896,23.841907647549,24.52426162615998,3
04,AZ,algorithmic-compact,9,18,0.1518110988580603,R+1,71.2291725193005,23.841907647549,23.693632435875752,2
04,AZ,current,9,15,0.1187801108554356,R+1,89.61773895150607,23.841907647549,32.88791565197853,8
06,CA,Compact,53,51,-0.018998610626303734,D+1,183.68360759782246,44.1175628286259,69.78302238459828,1
06,CA,Competitive,53,68,-0.03200377544836641,D+2,216.25136639460933,44.1175628286259,86.06690178299172,4
06,CA,Dem,53,80,-0.09202105447479636,D+5,227.53343671017024,44.1175628286259,91.70793694077217,5
06,CA,GOP,53,79,0.11998621933925094,R+6,234.67433652519034,44.1175628286259,95.27838684828222,6
06,CA,MajMin,53,68,-0.02313345963690932,D+1,211.65282392581716,44.1175628286259,83.76763054859563,3
06,CA,Proportional,53,79,0.11998621933925094,R+6,234.67433652519034,44.1175628286259,95.27838684828222,6
06,CA,algorithmic-compact,53,132,0.01702897219549677,R+1,211.3986527437719,44.1175628286259,83.640544957573,2
06,CA,current,53,67,-0.026391288707758278,D+1,243.77710793212736,44.1175628286259,99.82977255175074,8
08,CO,Compact,7,7,0.13738468346935645,R+1,62.8103581177883,22.019199256984,20.39557943040215,3
